X,y,coi,cow
~/projects/deeptraining/dataset/images/resized/valid/000000122306.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000122306.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000452342.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000452342.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000044820.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000044820.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000409303.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000409303.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000265631.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000265631.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000433830.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000433830.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000429671.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000429671.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000491282.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000491282.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000391088.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000391088.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000356494.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000356494.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000092656.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000092656.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000221509.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000221509.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000377355.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000377355.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000015259.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000015259.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000534975.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000534975.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000128203.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000128203.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000146236.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000146236.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000225943.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000225943.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000330455.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000330455.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000288691.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000288691.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000523212.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000523212.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000142198.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000142198.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000002591.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000002591.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000302424.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000302424.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000157669.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000157669.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000287841.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000287841.png,false,false
~/projects/deeptraining/dataset/images/resized/valid/000000021417.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000021417.png,true,true
~/projects/deeptraining/dataset/images/resized/valid/000000466608.jpg,~/projects/deeptraining/dataset/images/resized/valid/000000466608.png,false,false
