X,y,coi,cow
~/projects/deeptraining/dataset/images/resized/test/000000000139.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000139.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000285.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000285.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000000632.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000632.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000724.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000724.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000776.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000776.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000785.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000785.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000802.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000802.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000872.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000872.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000000885.jpg,~/projects/deeptraining/dataset/images/resized/test/000000000885.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001000.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001000.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001268.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001268.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001296.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001296.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001353.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001353.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001425.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001425.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001490.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001490.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001503.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001503.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001532.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001532.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001584.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001584.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001675.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001675.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000001761.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001761.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000001818.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001818.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000001993.jpg,~/projects/deeptraining/dataset/images/resized/test/000000001993.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002006.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002006.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002149.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002149.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002153.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002153.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002157.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002157.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002261.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002261.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002299.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002299.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002431.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002431.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002473.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002473.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002532.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002532.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002587.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002587.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002592.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002592.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002685.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002685.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000002923.jpg,~/projects/deeptraining/dataset/images/resized/test/000000002923.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003156.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003156.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003255.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003255.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003501.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003501.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003553.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003553.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003661.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003661.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003845.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003845.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000003934.jpg,~/projects/deeptraining/dataset/images/resized/test/000000003934.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000004134.jpg,~/projects/deeptraining/dataset/images/resized/test/000000004134.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000004395.jpg,~/projects/deeptraining/dataset/images/resized/test/000000004395.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000004495.jpg,~/projects/deeptraining/dataset/images/resized/test/000000004495.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000004765.jpg,~/projects/deeptraining/dataset/images/resized/test/000000004765.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000004795.jpg,~/projects/deeptraining/dataset/images/resized/test/000000004795.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000005001.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005001.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005037.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005037.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005060.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005060.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005193.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005193.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005477.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005477.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005503.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005503.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005529.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005529.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005586.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005586.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005600.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005600.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000005992.jpg,~/projects/deeptraining/dataset/images/resized/test/000000005992.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000006012.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006012.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006040.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006040.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006213.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006213.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006460.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006460.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006471.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006471.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006614.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006614.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006723.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006723.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006763.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006763.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006771.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006771.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006818.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006818.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000006894.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006894.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000006954.jpg,~/projects/deeptraining/dataset/images/resized/test/000000006954.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007088.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007088.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007108.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007108.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000007278.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007278.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007281.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007281.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000007386.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007386.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000007511.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007511.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007574.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007574.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007784.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007784.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007795.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007795.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007816.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007816.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007818.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007818.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007888.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007888.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007977.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007977.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000007991.jpg,~/projects/deeptraining/dataset/images/resized/test/000000007991.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008021.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008021.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008211.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008211.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008277.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008277.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008532.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008532.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008629.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008629.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008690.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008690.png,true,false
~/projects/deeptraining/dataset/images/resized/test/000000008762.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008762.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008844.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008844.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000008899.jpg,~/projects/deeptraining/dataset/images/resized/test/000000008899.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009378.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009378.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009400.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009400.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009448.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009448.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009483.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009483.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009590.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009590.png,false,false
~/projects/deeptraining/dataset/images/resized/test/000000009769.jpg,~/projects/deeptraining/dataset/images/resized/test/000000009769.png,false,false
