X,y,label,segmented
~/projects/regularization/dataset/images/resized/valid/2009_003569.jpg,~/projects/regularization/dataset/images/resized/valid/2009_003569.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_000711.jpg,~/projects/regularization/dataset/images/resized/valid/2008_000711.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_000641.jpg,~/projects/regularization/dataset/images/resized/valid/2009_000641.png,1,1
~/projects/regularization/dataset/images/resized/valid/2011_001159.jpg,~/projects/regularization/dataset/images/resized/valid/2011_001159.png,1,1
~/projects/regularization/dataset/images/resized/valid/2011_003019.jpg,~/projects/regularization/dataset/images/resized/valid/2011_003019.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_002778.jpg,~/projects/regularization/dataset/images/resized/valid/2008_002778.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_000771.jpg,~/projects/regularization/dataset/images/resized/valid/2009_000771.png,1,1
~/projects/regularization/dataset/images/resized/valid/2011_000219.jpg,~/projects/regularization/dataset/images/resized/valid/2011_000219.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_003825.jpg,~/projects/regularization/dataset/images/resized/valid/2009_003825.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_007025.jpg,~/projects/regularization/dataset/images/resized/valid/2008_007025.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_003065.jpg,~/projects/regularization/dataset/images/resized/valid/2008_003065.png,1,1
~/projects/regularization/dataset/images/resized/valid/2010_004598.jpg,~/projects/regularization/dataset/images/resized/valid/2010_004598.png,1,1
~/projects/regularization/dataset/images/resized/valid/2010_002139.jpg,~/projects/regularization/dataset/images/resized/valid/2010_002139.png,1,1
~/projects/regularization/dataset/images/resized/valid/2010_004210.jpg,~/projects/regularization/dataset/images/resized/valid/2010_004210.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_005097.jpg,~/projects/regularization/dataset/images/resized/valid/2008_005097.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_002912.jpg,~/projects/regularization/dataset/images/resized/valid/2009_002912.png,1,1
~/projects/regularization/dataset/images/resized/valid/2008_004701.jpg,~/projects/regularization/dataset/images/resized/valid/2008_004701.png,1,1
~/projects/regularization/dataset/images/resized/valid/2011_001782.jpg,~/projects/regularization/dataset/images/resized/valid/2011_001782.png,1,1
~/projects/regularization/dataset/images/resized/valid/2010_004635.jpg,~/projects/regularization/dataset/images/resized/valid/2010_004635.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_002221.jpg,~/projects/regularization/dataset/images/resized/valid/2009_002221.png,1,1
~/projects/regularization/dataset/images/resized/valid/2009_001163.jpg,~/projects/regularization/dataset/images/resized/valid/2009_001163.png,1,1
