X,y,label,segmented
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002422.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002422.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000073.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000073.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003542.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003542.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002763.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002763.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002588.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002588.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002701.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002701.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_001145.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_001145.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005223.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005223.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000626.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000626.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000731.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000731.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000009.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000009.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_001104.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_001104.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000907.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000907.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_006528.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_006528.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004283.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004283.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005105.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005105.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000427.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000427.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001708.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001708.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001692.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001692.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005468.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005468.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003059.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003059.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000566.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000566.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001000.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001000.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001232.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001232.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000250.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000250.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002047.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002047.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_003094.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_003094.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003239.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003239.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002472.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002472.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001010.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001010.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002134.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002134.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008541.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_008541.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004316.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_004316.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000228.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000228.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003146.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003146.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002549.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002549.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001047.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001047.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_004841.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_004841.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007596.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007596.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_006063.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_006063.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005922.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005922.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000063.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000063.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003183.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003183.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000919.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000919.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001546.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001546.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002873.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002873.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005375.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005375.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001530.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001530.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003383.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003383.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002035.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002035.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000498.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000498.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003455.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003455.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004789.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004789.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002885.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002885.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004186.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_004186.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001807.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001807.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005714.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005714.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002390.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002390.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000069.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000069.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007273.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007273.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002150.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002150.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002635.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002635.png,true,true
