X,y,coi,cow
../coco/train2017/000000439669.jpg,../coco/train2017/000000439669.png,true,true
../coco/train2017/000000073521.jpg,../coco/train2017/000000073521.png,false,false
../coco/train2017/000000516541.jpg,../coco/train2017/000000516541.png,false,false
../coco/train2017/000000153734.jpg,../coco/train2017/000000153734.png,true,true
../coco/train2017/000000374886.jpg,../coco/train2017/000000374886.png,false,false
../coco/train2017/000000286656.jpg,../coco/train2017/000000286656.png,true,true
../coco/train2017/000000397958.jpg,../coco/train2017/000000397958.png,true,true
../coco/train2017/000000490888.jpg,../coco/train2017/000000490888.png,false,false
../coco/train2017/000000530896.jpg,../coco/train2017/000000530896.png,false,false
../coco/train2017/000000521823.jpg,../coco/train2017/000000521823.png,true,true
../coco/train2017/000000477069.jpg,../coco/train2017/000000477069.png,false,false
../coco/train2017/000000028429.jpg,../coco/train2017/000000028429.png,true,true
../coco/train2017/000000397379.jpg,../coco/train2017/000000397379.png,true,true
../coco/train2017/000000109663.jpg,../coco/train2017/000000109663.png,true,true
../coco/train2017/000000557101.jpg,../coco/train2017/000000557101.png,true,true
../coco/train2017/000000305888.jpg,../coco/train2017/000000305888.png,true,true
../coco/train2017/000000481178.jpg,../coco/train2017/000000481178.png,false,false
../coco/train2017/000000044352.jpg,../coco/train2017/000000044352.png,false,false
../coco/train2017/000000516798.jpg,../coco/train2017/000000516798.png,false,false
../coco/train2017/000000195017.jpg,../coco/train2017/000000195017.png,false,false
../coco/train2017/000000163319.jpg,../coco/train2017/000000163319.png,false,false
../coco/train2017/000000345835.jpg,../coco/train2017/000000345835.png,true,true
../coco/train2017/000000337827.jpg,../coco/train2017/000000337827.png,false,false
../coco/train2017/000000268905.jpg,../coco/train2017/000000268905.png,false,false
../coco/train2017/000000418144.jpg,../coco/train2017/000000418144.png,false,false
../coco/train2017/000000184731.jpg,../coco/train2017/000000184731.png,true,true
../coco/train2017/000000218752.jpg,../coco/train2017/000000218752.png,true,true
../coco/train2017/000000564643.jpg,../coco/train2017/000000564643.png,true,true
../coco/train2017/000000501142.jpg,../coco/train2017/000000501142.png,true,true
../coco/train2017/000000500389.jpg,../coco/train2017/000000500389.png,true,true
../coco/train2017/000000040551.jpg,../coco/train2017/000000040551.png,false,false
../coco/train2017/000000055722.jpg,../coco/train2017/000000055722.png,true,true
../coco/train2017/000000272837.jpg,../coco/train2017/000000272837.png,false,false
../coco/train2017/000000302206.jpg,../coco/train2017/000000302206.png,true,true
../coco/train2017/000000252194.jpg,../coco/train2017/000000252194.png,false,false
../coco/train2017/000000162226.jpg,../coco/train2017/000000162226.png,true,true
../coco/train2017/000000503311.jpg,../coco/train2017/000000503311.png,false,false
../coco/train2017/000000240301.jpg,../coco/train2017/000000240301.png,true,true
../coco/train2017/000000136680.jpg,../coco/train2017/000000136680.png,false,false
../coco/train2017/000000274304.jpg,../coco/train2017/000000274304.png,false,false
../coco/train2017/000000162182.jpg,../coco/train2017/000000162182.png,false,false
../coco/train2017/000000481829.jpg,../coco/train2017/000000481829.png,true,true
../coco/train2017/000000160944.jpg,../coco/train2017/000000160944.png,false,false
../coco/train2017/000000356257.jpg,../coco/train2017/000000356257.png,false,false
../coco/train2017/000000568549.jpg,../coco/train2017/000000568549.png,false,false
../coco/train2017/000000014941.jpg,../coco/train2017/000000014941.png,false,false
../coco/train2017/000000190475.jpg,../coco/train2017/000000190475.png,false,false
../coco/train2017/000000202991.jpg,../coco/train2017/000000202991.png,true,true
../coco/train2017/000000342146.jpg,../coco/train2017/000000342146.png,true,true
../coco/train2017/000000172710.jpg,../coco/train2017/000000172710.png,false,false
../coco/train2017/000000127161.jpg,../coco/train2017/000000127161.png,false,false
../coco/train2017/000000377464.jpg,../coco/train2017/000000377464.png,false,false
../coco/train2017/000000455393.jpg,../coco/train2017/000000455393.png,false,false
../coco/train2017/000000387286.jpg,../coco/train2017/000000387286.png,false,false
