X,y,label,segmented
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003569.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003569.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000711.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000711.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000641.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000641.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001159.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001159.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_003019.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_003019.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_002778.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_002778.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000771.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000771.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000219.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000219.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003825.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003825.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007025.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007025.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_003065.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_003065.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004598.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004598.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002139.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002139.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004210.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004210.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005097.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005097.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002912.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002912.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_004701.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_004701.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001782.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001782.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004635.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004635.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002221.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002221.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_001163.jpg,../pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_001163.png,true,true
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_002549.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003249.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008538.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003329.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002777.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004257.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000813.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002710.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000129.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_001706.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_004498.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000349.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_002207.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002814.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004243.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_002714.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001745.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004262.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008115.jpg,,true,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008217.jpg,,false,false
../pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004005.jpg,,false,false
